trade_id,trader_id,asset_id,trade_type,quantity,price,trade_date
7407,229,3,SELL,763,952.05,2022-03-22
7408,274,6,SELL,237,1402.9,2023-08-04
7409,439,8,BUY,869,1067.28,2024-05-08
7410,562,10,SELL,645,1920.81,2023-03-06
7411,910,8,BUY,228,442.43,2022-03-08
7412,118,3,BUY,232,670.68,2022-10-05
7413,714,6,SELL,8,215.64,2022-10-23
7414,995,2,SELL,962,739.57,2023-02-20
7415,905,2,SELL,300,2131.31,2022-02-06
7416,483,8,SELL,427,167.48,2023-03-02
7417,395,10,BUY,873,1747.36,2023-11-30
7418,703,5,BUY,337,1247.16,2024-03-18
7419,876,5,SELL,132,2388.02,2023-06-14
7420,460,4,SELL,19,2504.24,2022-05-31
7421,835,10,SELL,674,2831.02,2022-01-21
7422,693,4,SELL,190,1322.17,2023-02-17
7423,935,8,BUY,593,2825.81,2023-03-12
7424,78,3,SELL,345,364.98,2022-08-16
7425,952,3,SELL,645,301.54,2024-03-04
7426,412,8,SELL,628,839.24,2023-01-12
7427,75,3,BUY,337,2506.29,2022-07-06
7428,295,2,BUY,139,218.87,2022-08-10
7429,793,5,SELL,58,945.05,2022-07-02
7430,21,3,SELL,912,2762.38,2022-06-06
7431,906,6,SELL,80,1685.55,2022-01-06
7432,171,7,BUY,966,122.81,2023-02-04
7433,15,3,SELL,742,859.6,2022-12-02
7434,211,9,BUY,231,1944.83,2024-05-19
7435,560,10,SELL,759,67.63,2022-05-16
7436,86,1,SELL,594,1469.78,2024-06-09
7437,149,7,SELL,238,2983.01,2023-04-28
7438,700,4,BUY,630,1007.48,2022-06-13
7439,372,7,SELL,3,696.7,2023-12-19
7440,480,9,BUY,786,256.98,2023-01-24
7441,818,9,SELL,116,88.15,2023-12-16
7442,151,1,SELL,622,2434.66,2022-01-29
7443,141,10,BUY,647,833.8,2022-04-06
7444,69,4,SELL,203,102.23,2023-05-12
7445,260,7,SELL,303,1728.1,2023-07-23
7446,988,10,SELL,655,647.51,2022-11-21
7447,846,6,SELL,869,315.3,2023-02-27
7448,968,9,BUY,574,1209.8,2023-12-01
7449,521,7,BUY,78,322.18,2022-07-19
7450,633,3,BUY,535,300.85,2022-08-15
7451,371,7,SELL,506,1379.01,2022-05-07
7452,419,10,BUY,676,387.99,2022-12-12
7453,101,5,SELL,657,1606.87,2022-08-24
7454,661,2,SELL,278,2111.34,2023-07-05
7455,954,10,BUY,280,725.77,2024-04-10
7456,658,3,SELL,155,2258.51,2022-12-15
7457,865,6,SELL,17,667.91,2022-05-01
7458,968,6,BUY,663,2594.98,2022-10-20
7459,243,7,BUY,327,219.37,2022-02-17
7460,753,6,SELL,640,2653.04,2024-01-31
7461,512,9,SELL,125,880.92,2022-07-25
7462,849,5,SELL,385,1917.58,2022-02-21
7463,555,5,SELL,690,724.6,2022-10-23
7464,95,8,SELL,831,926.52,2023-01-21
7465,226,8,BUY,378,1174.46,2023-01-08
7466,518,1,SELL,818,1327.62,2024-02-24
7467,214,3,BUY,603,247.81,2023-12-28
7468,718,6,BUY,639,126.72,2024-03-27
7469,67,6,SELL,244,2503.8,2024-03-24
7470,396,1,SELL,354,1634.02,2023-03-10
7471,612,2,BUY,421,441.31,2022-03-30
7472,12,10,SELL,365,935.83,2023-08-12
7473,237,7,BUY,895,258.57,2022-12-21
7474,834,1,BUY,399,493.93,2022-05-25
7475,770,10,SELL,110,1189.8,2024-06-10
7476,399,5,BUY,56,1708.2,2022-01-22
7477,407,1,BUY,978,1959.76,2023-10-25
7478,925,6,SELL,824,1845.99,2023-08-05
7479,849,7,SELL,964,505.63,2023-12-20
7480,480,8,SELL,797,1092.59,2022-12-24
7481,647,3,BUY,983,1942.83,2024-02-03
7482,222,3,SELL,43,1351.92,2024-03-07
7483,156,1,SELL,598,1902.44,2023-05-23
7484,654,3,SELL,660,2054.56,2023-01-19
7485,428,5,SELL,726,965.67,2024-02-19
7486,158,6,SELL,780,797.3,2022-05-02
7487,977,3,SELL,380,1383.67,2022-08-20
7488,416,4,SELL,877,1351.4,2023-05-14
7489,326,5,BUY,227,2736.37,2023-08-28
7490,371,5,SELL,730,2757.38,2023-10-26
7491,344,9,BUY,270,789.93,2024-02-14
7492,262,8,BUY,445,184.96,2023-11-05
7493,283,1,BUY,236,2031.04,2022-01-17
7494,850,2,SELL,212,95.44,2022-04-20
7495,856,5,BUY,100,1427.79,2022-06-02
7496,229,3,SELL,588,1860.92,2023-07-24
7497,888,7,SELL,767,550.35,2023-10-18
7498,280,6,SELL,189,887.52,2023-01-03
7499,870,2,SELL,9,2960.62,2023-10-24
7500,290,8,BUY,353,624.7,2023-08-18
7501,680,5,SELL,637,77.99,2023-09-07
7502,47,6,BUY,216,526.06,2022-09-14
7503,975,8,BUY,969,478.73,2023-10-21
7504,715,6,BUY,408,1132.85,2024-05-15
7505,214,10,SELL,734,2423.86,2023-05-05
7506,758,3,SELL,197,1509.91,2022-11-12
7507,24,7,BUY,904,2328.44,2023-10-26
7508,321,4,BUY,591,2791.07,2023-12-28
7509,274,6,SELL,429,168.76,2024-03-13
7510,556,6,BUY,949,1091.35,2022-11-24
7511,844,5,BUY,759,1577.63,2022-04-30
7512,313,1,SELL,276,1498.35,2023-07-02
7513,363,8,BUY,826,2460.01,2022-05-16
7514,668,10,BUY,847,1027.42,2022-03-25
7515,1000,2,BUY,726,72.05,2023-05-31
7516,380,4,BUY,224,1457.04,2022-08-14
7517,711,3,SELL,582,1574.43,2023-11-28
7518,919,6,BUY,358,1982.69,2022-12-03
7519,981,1,BUY,367,1925.57,2022-04-08
7520,674,9,SELL,929,2929.72,2024-03-29
7521,907,5,SELL,445,2440.14,2024-04-24
7522,470,5,SELL,651,1920.9,2023-05-13
7523,746,4,BUY,476,2800.96,2022-11-14
7524,675,4,BUY,643,125.33,2024-02-01
7525,116,1,SELL,878,1677.86,2022-04-18
7526,605,9,SELL,305,1096.09,2023-12-14
7527,42,9,SELL,953,2880.64,2023-11-10
7528,796,4,BUY,67,796.7,2023-01-17
7529,379,10,SELL,669,707.69,2024-04-14
7530,722,10,SELL,376,104.02,2022-09-07
7531,206,4,BUY,11,499.97,2022-07-26
7532,466,7,SELL,869,1015.02,2023-04-17
7533,732,4,BUY,764,1095.57,2023-04-13
7534,280,1,BUY,365,150.59,2022-08-23
7535,648,9,BUY,695,2552.24,2022-11-28
7536,618,2,SELL,619,837.53,2022-03-19
7537,118,5,BUY,992,1947.45,2023-06-13
7538,237,4,BUY,562,2604.97,2023-04-15
7539,309,8,BUY,655,2581.13,2024-02-06
7540,456,6,SELL,132,1174.43,2023-10-25
7541,900,7,SELL,288,1206.59,2022-12-10
7542,475,2,SELL,436,1611.8,2022-10-16
7543,100,4,SELL,235,542.84,2023-12-02
7544,261,4,SELL,830,1732.14,2024-05-01
7545,993,2,BUY,354,2982.5,2023-04-01
7546,305,10,SELL,714,1665.84,2023-04-25
7547,354,4,SELL,606,1853.04,2023-11-27
7548,286,9,SELL,41,126.25,2024-04-20
7549,328,8,SELL,210,1110.74,2022-02-20
7550,103,1,BUY,913,912.18,2022-06-13
7551,63,8,BUY,645,1402.27,2022-09-23
7552,687,9,SELL,328,1777.91,2022-07-11
7553,282,8,BUY,382,428.7,2022-03-23
7554,441,10,SELL,744,380.94,2024-05-20
7555,293,1,SELL,750,1122.56,2023-04-24
7556,738,8,SELL,325,2534.56,2023-07-29
7557,7,5,BUY,81,297.44,2022-10-09
7558,639,9,BUY,487,1152.73,2022-09-08
7559,936,9,SELL,39,1726.7,2022-11-16
7560,92,6,SELL,746,492.68,2023-10-18
7561,935,3,BUY,987,529.39,2022-10-16
7562,190,7,SELL,800,1762.84,2022-06-27
7563,871,3,BUY,903,1678.76,2023-02-12
7564,476,7,SELL,854,2262.17,2024-06-05
7565,511,8,BUY,844,797.69,2024-01-30
7566,462,5,BUY,178,1694.52,2024-01-08
7567,53,5,BUY,88,2668.62,2022-06-28
7568,754,4,BUY,305,1293.79,2023-03-04
7569,486,3,SELL,939,1119.12,2023-03-12
7570,644,8,SELL,657,2479.25,2022-01-17
7571,490,6,BUY,455,2344.42,2022-11-07
7572,978,6,BUY,496,970.64,2022-02-13
7573,364,2,BUY,465,805.75,2023-08-22
7574,112,4,BUY,276,1908.52,2022-03-18
7575,409,5,BUY,475,801.19,2022-05-03
7576,7,10,BUY,301,1291.4,2023-05-09
7577,742,5,BUY,458,1479.79,2024-03-24
7578,668,3,SELL,966,2471.94,2023-10-30
7579,197,10,SELL,944,2824.7,2023-05-17
7580,835,5,SELL,928,1609.86,2022-08-13
7581,876,5,BUY,245,1792.04,2022-01-16
7582,735,2,BUY,124,1139.36,2023-11-06
7583,367,5,SELL,136,1206.35,2022-05-30
7584,250,3,SELL,251,2105.42,2023-09-04
7585,916,3,SELL,44,2917.98,2023-10-25
7586,595,5,BUY,318,182.27,2023-11-07
7587,240,9,SELL,108,2313.49,2024-03-10
7588,380,2,BUY,339,1137.17,2022-06-04
7589,907,9,SELL,83,1242.35,2023-05-17
7590,872,3,BUY,790,978.46,2022-03-31
7591,835,7,BUY,419,1627.14,2022-07-15
7592,471,1,BUY,412,1761.19,2022-05-28
7593,775,1,BUY,673,1998.27,2023-04-19
7594,919,8,BUY,262,1835.22,2022-07-15
7595,701,9,SELL,908,2325.93,2024-02-12
7596,455,3,BUY,97,1872.62,2023-08-23
7597,366,6,SELL,818,2941.49,2024-03-16
7598,290,3,SELL,889,967.8,2022-09-24
7599,874,6,SELL,994,1899.0,2024-05-04
7600,403,7,SELL,61,345.33,2022-12-17
7601,58,5,BUY,562,1168.52,2023-04-24
7602,521,3,BUY,76,378.82,2023-04-09
7603,304,8,BUY,677,1722.1,2023-06-30
7604,115,5,BUY,372,2679.37,2024-04-28
7605,210,1,BUY,228,2057.01,2024-02-06
7606,41,9,SELL,890,2976.62,2022-04-07
7607,816,3,BUY,707,2477.91,2023-06-27
7608,173,2,BUY,868,2647.6,2022-02-11
7609,234,3,SELL,231,2181.09,2023-11-30
7610,793,7,SELL,573,697.05,2022-08-08
7611,884,10,SELL,860,1206.13,2024-03-09
7612,590,8,BUY,499,2080.2,2023-03-01
7613,620,2,SELL,779,1799.22,2022-05-16
7614,793,7,BUY,336,1656.73,2022-03-19
7615,403,5,SELL,438,671.9,2023-07-25
7616,39,9,BUY,67,2840.96,2022-12-08
7617,119,7,BUY,470,155.42,2023-08-05
7618,335,1,SELL,58,2851.92,2023-02-10
7619,336,1,BUY,817,730.39,2023-10-17
7620,539,6,BUY,975,1505.16,2024-02-03
7621,616,9,SELL,355,1457.16,2023-06-28
7622,74,1,BUY,596,174.8,2023-11-13
7623,191,3,SELL,427,2478.64,2022-11-06
7624,324,5,BUY,196,256.38,2022-07-27
7625,147,4,SELL,349,348.74,2022-10-17
7626,767,1,SELL,212,589.6,2023-01-04
7627,284,10,BUY,29,1706.74,2022-06-03
7628,213,4,SELL,142,1529.37,2022-11-11
7629,635,4,BUY,385,2407.39,2023-06-05
7630,718,10,BUY,786,1633.83,2023-05-18
7631,929,4,BUY,209,1557.23,2022-10-14
7632,752,3,SELL,271,602.45,2022-06-02
7633,394,7,BUY,116,867.84,2022-06-10
7634,339,1,SELL,89,1419.52,2022-11-10
7635,798,2,SELL,269,2502.14,2023-05-13
7636,22,1,SELL,632,1297.53,2022-11-25
7637,771,4,BUY,481,1104.08,2022-09-22
7638,869,5,BUY,536,2257.98,2023-07-02
7639,105,10,SELL,418,2214.58,2023-09-14
7640,466,5,BUY,395,2476.18,2024-04-07
7641,459,2,SELL,485,2460.63,2022-05-06
7642,432,3,SELL,702,1088.2,2022-09-04
7643,770,4,BUY,559,773.4,2022-07-09
7644,716,10,SELL,25,2652.89,2022-05-19
7645,822,6,BUY,105,2111.75,2023-05-03
7646,774,6,SELL,416,75.09,2022-03-14
7647,619,2,BUY,65,1061.59,2023-09-04
7648,763,2,BUY,29,1740.74,2024-02-27
7649,936,9,BUY,681,2745.32,2023-03-24
7650,221,2,SELL,459,710.95,2022-07-06
7651,379,2,BUY,22,674.31,2024-04-10
7652,222,3,SELL,588,2120.12,2022-10-28
7653,258,9,BUY,641,1908.98,2022-03-27
7654,713,6,BUY,16,1756.12,2022-12-22
7655,367,6,SELL,912,1266.76,2024-02-13
7656,770,10,SELL,231,2638.37,2023-02-14
7657,349,5,SELL,643,1160.03,2023-01-22
7658,225,7,BUY,357,1557.24,2022-11-16
7659,714,4,BUY,228,131.07,2023-10-03
7660,738,10,BUY,606,331.86,2022-05-23
7661,236,10,BUY,765,2906.07,2022-04-07
7662,183,3,BUY,764,264.91,2023-10-24
7663,712,7,BUY,515,1948.4,2022-02-25
7664,869,10,BUY,227,51.24,2023-08-24
7665,758,1,BUY,436,2874.52,2022-10-20
7666,444,6,BUY,287,1467.02,2023-06-18
7667,865,2,SELL,547,2280.01,2023-03-07
7668,623,2,BUY,118,738.47,2024-04-17
7669,6,8,BUY,434,2425.94,2023-07-14
7670,236,3,SELL,204,1433.14,2023-01-04
7671,127,9,SELL,369,2588.95,2022-12-27
7672,104,4,BUY,990,380.2,2022-12-08
7673,749,6,SELL,985,1558.82,2023-11-25
7674,915,1,BUY,535,938.72,2023-12-10
7675,480,10,BUY,593,357.77,2022-12-10
7676,155,10,SELL,744,919.49,2024-03-18
7677,257,3,BUY,65,620.11,2022-09-05
7678,235,4,BUY,721,1197.67,2024-01-25
7679,500,5,SELL,886,2036.53,2024-02-05
7680,289,1,SELL,489,104.9,2024-05-08
7681,510,4,SELL,747,2864.91,2024-06-02
7682,552,5,SELL,109,1694.31,2022-07-28
7683,800,4,SELL,827,2958.55,2022-12-30
7684,709,10,BUY,255,2908.99,2022-02-24
7685,785,10,BUY,419,1694.86,2023-04-15
7686,894,7,SELL,63,80.71,2023-07-09
7687,776,8,BUY,658,2327.78,2024-06-12
7688,569,8,BUY,10,2830.6,2022-02-21
7689,298,3,BUY,47,2668.61,2024-02-09
7690,610,5,BUY,123,2155.46,2022-12-30
7691,137,10,BUY,379,142.83,2023-05-15
7692,376,8,BUY,33,964.85,2022-03-01
7693,87,7,SELL,6,1637.42,2024-03-28
7694,419,9,SELL,533,2901.34,2024-04-12
7695,754,10,BUY,815,1036.07,2023-09-08
7696,199,7,BUY,414,2853.63,2023-02-15
7697,463,2,BUY,474,1447.43,2022-07-05
7698,437,4,SELL,765,152.22,2023-08-01
7699,310,8,BUY,967,279.05,2024-06-02
7700,596,9,BUY,533,597.96,2024-03-19
7701,754,7,BUY,998,2603.84,2023-07-25
7702,281,5,BUY,623,1292.94,2023-09-11
7703,323,1,SELL,370,2457.8,2024-01-13
7704,764,9,SELL,173,1360.51,2022-05-15
7705,702,6,BUY,609,1705.57,2023-05-10
7706,951,2,BUY,374,1899.11,2023-05-10
7707,942,10,BUY,946,1554.71,2023-10-09
7708,152,10,BUY,387,1605.44,2024-05-18
7709,994,2,BUY,76,1525.09,2024-01-17
7710,302,10,SELL,33,1244.33,2024-03-14
7711,278,1,SELL,984,2689.39,2023-09-21
7712,651,4,SELL,583,724.48,2024-02-07
7713,688,10,SELL,570,2918.23,2022-10-18
7714,8,2,BUY,72,2331.11,2023-06-22
7715,807,10,SELL,303,1665.36,2023-10-02
7716,235,9,SELL,805,738.37,2022-08-24
7717,675,2,BUY,182,655.61,2023-12-25
7718,561,9,BUY,291,2160.66,2023-06-23
7719,302,1,BUY,575,217.07,2022-05-31
7720,38,7,SELL,519,1315.84,2022-02-10
7721,136,6,BUY,260,785.57,2024-02-03
7722,822,6,SELL,802,265.3,2022-11-16
7723,421,2,SELL,807,2902.77,2023-04-30
7724,219,1,BUY,726,1005.38,2023-07-15
7725,348,10,BUY,801,817.01,2022-03-01
7726,808,8,SELL,249,197.06,2024-04-14
7727,546,8,SELL,203,2621.35,2023-12-09
7728,864,2,BUY,9,180.34,2023-12-22
7729,79,4,SELL,618,78.52,2022-10-25
7730,748,4,SELL,883,894.66,2022-08-12
7731,895,2,SELL,143,1292.33,2022-02-21
7732,273,9,SELL,92,1804.22,2022-05-28
7733,161,4,SELL,286,1714.15,2024-03-16
7734,687,4,BUY,369,1026.52,2023-09-13
7735,878,4,SELL,300,2037.52,2023-09-05
7736,308,5,BUY,279,1269.52,2023-01-25
7737,374,10,SELL,324,1767.18,2022-12-30
7738,976,8,BUY,462,2585.53,2022-01-09
7739,733,4,SELL,723,2787.27,2022-02-08
7740,9,3,SELL,472,2526.51,2024-05-15
7741,801,1,BUY,569,1936.72,2023-03-13
7742,444,2,BUY,429,29.62,2022-10-14
7743,113,4,SELL,228,881.0,2023-08-24
7744,989,9,BUY,711,399.39,2023-11-16
7745,205,1,BUY,252,2184.48,2022-07-11
7746,405,6,BUY,786,576.6,2023-07-23
7747,698,6,BUY,619,814.39,2022-01-16
7748,853,10,BUY,173,1116.3,2023-01-24
7749,197,3,SELL,561,1154.17,2024-01-29
7750,778,10,SELL,15,548.45,2023-11-19
7751,774,9,BUY,687,2120.05,2022-10-07
7752,760,10,SELL,753,1076.79,2023-03-10
7753,115,3,SELL,634,1710.3,2023-10-05
7754,121,1,BUY,133,406.22,2024-01-23
7755,653,2,SELL,617,37.67,2022-04-25
7756,65,4,SELL,612,1822.32,2022-11-16
7757,276,4,BUY,446,2215.79,2022-08-08
7758,825,2,BUY,468,1947.98,2022-12-04
7759,239,10,SELL,647,59.87,2022-11-15
7760,302,6,SELL,330,1024.8,2023-02-08
7761,392,6,BUY,705,2732.57,2023-01-29
7762,522,3,SELL,354,2078.37,2024-02-18
7763,969,1,SELL,87,2352.91,2024-02-03
7764,369,10,SELL,606,64.94,2023-01-07
7765,233,9,BUY,936,1280.81,2022-12-05
7766,195,4,SELL,851,2783.0,2024-01-20
7767,907,9,SELL,569,563.08,2022-01-28
7768,12,5,SELL,417,2502.95,2023-12-12
7769,906,7,BUY,482,117.74,2023-05-29
7770,921,3,BUY,592,772.91,2023-03-14
7771,689,3,SELL,418,673.64,2022-02-13
7772,177,8,BUY,414,53.92,2022-07-11
7773,217,1,BUY,152,2075.66,2022-03-11
7774,11,8,BUY,992,2468.4,2023-04-13
7775,446,8,SELL,804,983.04,2023-12-28
7776,630,3,SELL,528,1805.55,2022-02-21
7777,164,1,BUY,851,645.41,2022-01-15
7778,551,9,BUY,826,534.12,2023-12-01
7779,53,4,BUY,369,1230.85,2023-07-15
7780,218,7,BUY,3,508.13,2024-06-12
7781,718,9,SELL,977,2394.52,2023-05-25
7782,999,3,BUY,287,753.52,2023-12-15
7783,824,5,SELL,771,164.92,2022-01-05
7784,360,10,BUY,140,2605.04,2022-12-15
7785,385,3,BUY,166,2728.13,2023-09-10
7786,56,5,BUY,174,1892.56,2022-04-22
7787,118,2,SELL,862,373.22,2024-03-15
7788,900,4,BUY,488,2148.51,2022-10-26
7789,253,2,SELL,446,493.1,2023-02-27
7790,798,3,BUY,326,723.82,2022-11-16
7791,780,5,BUY,845,745.1,2023-03-25
7792,803,9,SELL,309,2322.01,2023-01-24
7793,845,3,BUY,290,203.03,2023-05-21
7794,180,10,SELL,645,1954.67,2023-10-25
7795,415,6,BUY,854,579.44,2022-07-09
7796,870,4,SELL,888,1690.8,2022-12-24
7797,235,4,SELL,457,901.11,2022-12-08
7798,855,10,SELL,801,617.11,2022-07-29
7799,708,10,SELL,27,2134.2,2022-11-02
7800,820,5,BUY,396,2521.85,2023-03-24
7801,80,7,SELL,368,2693.74,2022-04-09
7802,647,4,SELL,530,1193.31,2022-01-01
7803,22,8,SELL,687,1141.25,2023-07-04
7804,477,9,BUY,170,2233.03,2024-04-30
7805,843,9,SELL,969,2765.53,2023-02-18
7806,440,9,BUY,857,2460.1,2023-06-04
7807,737,2,BUY,286,1370.66,2023-01-05
7808,570,3,SELL,37,1625.98,2022-09-19
7809,93,5,SELL,298,383.75,2022-09-15
7810,192,1,BUY,784,962.95,2023-02-08
7811,103,4,BUY,27,356.32,2023-07-09
7812,396,5,SELL,919,954.98,2022-03-26
7813,7,9,SELL,710,1438.47,2024-04-19
7814,640,8,BUY,863,1564.71,2023-11-24
7815,567,1,SELL,106,1227.22,2022-05-27
7816,231,3,BUY,512,56.61,2023-01-05
7817,874,3,SELL,590,1605.86,2022-11-29
7818,574,6,BUY,155,1100.46,2023-07-12
7819,240,4,BUY,17,1411.63,2022-05-06
7820,90,4,BUY,747,248.39,2024-04-13
7821,232,1,SELL,123,1676.07,2023-08-17
7822,457,10,BUY,774,2457.04,2023-04-08
7823,233,4,BUY,462,330.04,2022-10-10
7824,354,1,SELL,83,845.75,2023-08-29
7825,333,5,SELL,650,973.3,2023-02-10
7826,439,3,BUY,120,120.98,2022-12-27
7827,375,10,SELL,173,1336.76,2023-12-31
7828,292,5,SELL,768,395.95,2023-06-07
7829,345,3,SELL,440,477.43,2023-02-19
7830,664,5,SELL,799,1808.81,2023-09-08
7831,428,4,BUY,253,1240.82,2023-04-20
7832,657,9,SELL,731,2378.3,2022-12-17
7833,130,6,BUY,999,17.34,2023-03-18
7834,141,10,BUY,424,2638.13,2023-04-07
7835,415,2,SELL,3,1697.98,2023-10-04
7836,93,1,BUY,175,2049.44,2022-09-26
7837,626,1,BUY,604,1036.0,2024-02-28
7838,284,1,SELL,497,146.85,2024-04-21
7839,956,9,BUY,368,809.5,2024-02-27
7840,923,5,BUY,408,923.37,2024-04-11
7841,655,4,SELL,997,1176.42,2023-08-01
7842,223,10,SELL,651,2162.78,2023-12-07
7843,744,5,SELL,203,2327.87,2022-02-19
7844,463,9,BUY,243,2728.24,2022-11-20
7845,545,3,SELL,543,266.71,2022-11-06
7846,276,3,BUY,303,1802.37,2024-02-06
7847,682,2,BUY,590,374.14,2023-09-25
7848,140,8,SELL,683,2424.05,2024-05-23
7849,357,7,BUY,779,1050.37,2022-09-21
7850,713,2,BUY,876,366.13,2023-12-16
7851,23,4,BUY,568,1239.8,2022-01-16
7852,968,7,BUY,774,1747.93,2024-05-22
7853,736,1,BUY,129,2596.96,2022-03-12
7854,880,1,SELL,332,2044.58,2023-07-13
7855,270,8,SELL,2,2112.78,2024-06-12
7856,859,6,BUY,676,1935.26,2023-04-20
7857,665,2,SELL,969,908.43,2023-11-13
7858,333,10,BUY,336,47.84,2023-10-29
7859,85,10,BUY,937,1838.77,2023-07-13
7860,621,1,BUY,874,1253.87,2024-03-05
7861,31,3,BUY,482,642.6,2023-09-24
7862,741,4,BUY,705,2887.36,2022-11-18
7863,240,5,SELL,637,1180.52,2023-07-01
7864,890,10,SELL,801,771.46,2024-02-22
7865,363,3,SELL,66,32.79,2024-06-14
7866,822,5,BUY,639,2324.31,2023-08-19
7867,389,7,SELL,477,542.71,2024-05-27
7868,653,9,BUY,106,1216.24,2024-05-31
7869,668,5,BUY,884,1806.58,2023-12-14
7870,299,4,SELL,329,214.15,2023-04-02
7871,857,10,BUY,776,1326.87,2023-05-05
7872,371,9,BUY,220,144.37,2023-04-16
7873,99,8,SELL,899,1238.1,2023-06-24
7874,47,5,BUY,428,440.92,2022-04-27
7875,999,9,BUY,651,74.82,2022-08-08
7876,839,9,SELL,257,612.74,2022-05-14
7877,422,1,BUY,944,1931.0,2023-07-20
7878,480,6,BUY,710,2441.92,2024-01-11
7879,579,5,BUY,170,1744.0,2023-04-13
7880,62,6,SELL,461,261.68,2023-08-21
7881,109,10,SELL,429,86.79,2023-05-27
7882,679,3,BUY,347,2905.78,2024-01-02
7883,549,3,BUY,983,2742.72,2022-02-15
7884,119,10,BUY,546,2380.48,2022-02-17
7885,598,5,BUY,107,1595.04,2023-04-05
7886,382,7,BUY,32,1035.99,2022-04-03
7887,392,4,BUY,317,2524.74,2023-05-11
7888,977,6,SELL,221,2313.58,2023-07-06
7889,52,5,BUY,262,1249.74,2022-04-11
7890,603,2,BUY,872,1223.76,2023-02-08
7891,289,1,SELL,974,1409.4,2023-02-03
7892,337,6,SELL,974,325.86,2024-06-07
7893,810,5,SELL,97,2166.0,2022-11-24
7894,204,9,BUY,750,739.42,2022-08-16
7895,880,7,BUY,984,2956.28,2023-03-29
7896,238,1,BUY,958,1035.97,2022-03-28
7897,382,10,BUY,291,973.78,2022-07-08
7898,667,6,BUY,779,2061.86,2023-03-20
7899,752,7,SELL,910,2235.41,2023-02-06
7900,136,3,BUY,877,1916.97,2024-05-25
7901,407,9,BUY,557,1522.88,2023-02-25
7902,508,2,SELL,538,992.22,2022-08-12
7903,362,1,SELL,752,637.75,2022-05-31
7904,381,10,BUY,986,1807.13,2023-02-16
7905,881,10,SELL,296,666.92,2023-04-09
7906,576,9,SELL,674,1170.61,2023-12-14
7907,635,7,BUY,591,1699.49,2023-10-14
7908,254,10,BUY,254,1777.88,2022-11-18
7909,477,1,SELL,604,2794.68,2022-04-06
7910,114,4,SELL,607,484.8,2022-12-14
7911,20,10,SELL,66,1432.81,2022-06-16
7912,528,3,SELL,150,2593.03,2022-08-15
7913,145,7,SELL,425,847.37,2023-07-31
7914,208,5,BUY,315,1573.49,2023-07-09
7915,531,9,SELL,227,1833.41,2023-06-04
7916,376,3,SELL,338,2052.99,2022-02-09
7917,504,6,SELL,748,1917.15,2022-02-09
7918,904,10,BUY,672,1566.4,2022-03-12
7919,166,2,BUY,803,694.31,2023-02-08
7920,550,3,SELL,623,2371.13,2022-07-26
7921,181,4,SELL,70,2790.05,2023-04-20
7922,861,6,BUY,388,2033.48,2023-12-01
7923,617,1,BUY,350,1011.73,2023-12-21
7924,612,6,BUY,754,2990.16,2022-01-02
7925,602,4,SELL,972,688.7,2023-01-06
7926,927,8,SELL,869,2998.53,2022-12-12
7927,812,9,BUY,520,1536.43,2023-09-13
7928,444,8,SELL,821,1609.38,2023-01-07
7929,332,8,BUY,341,1752.51,2022-12-05
7930,503,2,SELL,799,409.31,2023-04-02
7931,913,10,SELL,22,2096.79,2022-07-04
7932,79,2,BUY,654,1402.29,2022-06-24
7933,585,6,BUY,713,937.44,2022-08-01
7934,935,5,BUY,33,2242.0,2022-03-16
7935,938,6,SELL,912,2159.54,2023-11-18
7936,688,9,BUY,18,136.49,2022-04-27
7937,396,10,BUY,656,825.27,2024-02-26
7938,608,7,BUY,30,720.92,2023-10-08
7939,857,5,BUY,376,1030.8,2023-08-07
7940,103,10,SELL,620,1271.32,2022-06-23
7941,402,7,BUY,908,2534.99,2022-09-20
7942,975,8,SELL,14,2114.41,2024-03-10
7943,224,1,BUY,616,2636.74,2023-10-12
7944,518,10,BUY,101,2047.79,2023-09-27
7945,634,7,BUY,222,368.42,2022-11-25
7946,236,4,SELL,213,1346.7,2022-04-09
7947,427,5,SELL,255,1943.32,2023-03-19
7948,116,2,SELL,646,1423.16,2024-04-29
7949,163,10,BUY,920,368.62,2023-07-04
7950,226,5,BUY,525,172.57,2023-10-09
7951,230,9,BUY,692,1064.77,2024-04-01
7952,182,1,BUY,500,2473.37,2023-05-10
7953,249,3,BUY,494,2319.92,2023-09-10
7954,318,4,BUY,381,2780.26,2024-04-11
7955,965,9,SELL,220,1679.38,2023-09-29
7956,210,2,SELL,81,1339.22,2023-09-24
7957,656,7,SELL,970,2386.54,2022-07-18
7958,392,9,BUY,205,1508.35,2022-09-11
7959,857,10,BUY,491,663.07,2024-06-06
7960,96,4,BUY,225,2998.24,2024-05-10
7961,894,5,SELL,839,192.97,2024-02-26
7962,858,10,BUY,613,2750.39,2022-03-08
7963,756,4,BUY,837,571.61,2022-06-21
7964,86,7,SELL,764,2666.29,2023-11-04
7965,415,8,BUY,481,2803.36,2024-05-24
7966,394,8,SELL,98,2341.13,2022-04-10
7967,696,3,BUY,910,2826.89,2023-04-19
7968,633,2,BUY,755,2082.2,2022-05-07
7969,844,6,BUY,127,1055.65,2023-04-24
7970,501,1,SELL,213,2750.84,2023-05-14
7971,604,9,BUY,850,124.29,2024-01-15
7972,582,7,SELL,206,692.48,2024-03-09
